2theta,Intensity
43.56,24.6667
43.58,24
43.6,28
43.62,27.3333
43.64,32
43.66,31.3333
43.68,34
43.7,43.3333
43.72,53.3333
43.74,64.6667
43.76,69.3333
43.78,72
43.8,74.6667
43.82,69.3333
43.84,75.3333
43.86,81.3333
43.88,76.6667
43.9,72.6667
43.92,76
43.94,60
43.96,56.6667
43.98,48
44,32
44.02,39.3333
44.04,35.3333
44.06,33.3333
44.08,27.3333
44.1,20
44.12,15.3333
44.14,11.3333
44.16,13.3333
44.18,14
44.2,12.6667
44.22,13.3333
44.24,10.6667
44.26,8.66667
44.28,12.6667
44.3,14.6667
44.32,16.6667
44.34,15.3333
44.36,17.3333
44.38,19.3333
44.4,19.3333
44.42,22.6667
44.44,21.3333
44.46,16
44.48,14.6667
44.5,15.3333
44.52,14.6667
44.54,16
44.56,14.6667
44.58,14
44.6,14
44.62,13.3333
44.64,12
44.66,10
44.68,11.3333
44.7,10.6667
44.72,8.66667
44.74,10
44.76,9.33333
44.78,9.33333
44.8,12
44.82,10
44.84,7.33333
44.86,8.66667
44.88,8.66667
44.9,6.66667
44.92,8.66667
44.94,9.33333
44.96,10.6667
44.98,11.3333
45,10
45.02,8.66667
45.04,8.66667
45.06,8.66667
45.08,10
45.1,9.33333
45.12,11.3333
45.14,15.3333
45.16,16.6667
45.18,16
45.2,17.3333
45.22,20
45.24,24
45.26,28.6667
45.28,35.3333
45.3,47.3333
45.32,58.6667
45.34,74
45.36,91.3333
45.38,104.667
