2theta,Intensity
44.26,65.3333
44.28,46.6667
44.3,32.6667
44.32,26
44.34,18.6667
44.36,18.6667
44.38,17.3333
44.4,12
44.42,12.6667
44.44,12
44.46,10.6667
44.48,9.33333
44.5,12
44.52,9.33333
44.54,5.33333
44.56,4.66667
44.58,6
44.6,8.66667
44.62,10
44.64,10
44.66,6
44.68,7.33333
44.7,7.33333
44.72,6
44.74,6.66667
44.76,5.33333
44.78,6
44.8,5.33333
44.82,4.66667
44.84,6.66667
44.86,6
44.88,4.66667
44.9,5.33333
44.92,6
44.94,6.66667
44.96,7.33333
44.98,6
45,6
45.02,7.33333
45.04,10
45.06,12
45.08,14.6667
45.1,17.3333
45.12,14
45.14,15.3333
45.16,17.3333
45.18,18
45.2,21.3333
45.22,21.3333
45.24,20.6667
45.26,22
45.28,23.3333
45.3,22
45.32,15.3333
