2theta,Intensity
26,33.3333
26.02,27.3333
26.04,22.6667
26.06,16
26.08,16
26.1,12
26.12,16
26.14,9.33333
26.16,11.3333
26.18,15.3333
26.2,8.66667
26.22,12
26.24,10
26.26,11.3333
26.28,14
26.3,16
26.32,12.6667
26.34,16
26.36,16
26.38,20
26.4,16
26.42,12.6667
26.44,22
26.46,22.6667
26.48,27.3333
26.5,36.6667
26.52,42
26.54,57.3333
26.56,64
26.58,76
26.6,104.667
26.62,98.6667
26.64,124
26.66,114.667
26.68,129.333
26.7,112.667
26.72,103.333
26.74,76
26.76,58.6667
26.78,46.6667
26.8,27.3333
26.82,22.6667
26.84,22.6667
26.86,19.3333
26.88,20.6667
26.9,10
26.92,12.6667
26.94,10
26.96,14.6667
26.98,10.6667
27,10
27.02,10.6667
27.04,15.3333
27.06,11.3333
27.08,11.3333
27.1,6.66667
27.12,12
27.14,12.6667
27.16,14.6667
27.18,14.6667
27.2,14
27.22,7.33333
27.24,16
27.26,11.3333
27.28,14
27.3,10.6667
27.32,14
27.34,18
27.36,30.6667
27.38,34.6667
27.4,42.6667
27.42,55.3333
27.44,60
27.46,62.6667
27.48,76
27.5,72.6667
27.52,58
27.54,52
27.56,39.3333
27.58,38.6667
27.6,27.3333
27.62,27.3333
27.64,12.6667
27.66,14.6667
27.68,16
27.7,9.33333
27.72,10.6667
27.74,9.33333
27.76,10
27.78,10.6667
27.8,8.66667
27.82,14
27.84,16
27.86,9.33333
27.88,16.6667
27.9,11.3333
27.92,11.3333
27.94,11.3333
27.96,7.33333
27.98,9.33333
28,4.66667
28.02,6.66667
28.04,5.33333
28.06,9.33333
28.08,10
28.1,8
28.12,10.6667
28.14,8
28.16,6.66667
28.18,8.66667
28.2,8.66667
28.22,8
28.24,8.66667
28.26,10
28.28,6.66667
28.3,4.66667
28.32,11.3333
28.34,6.66667
28.36,6.66667
28.38,12.6667
28.4,13.3333
28.42,10.6667
28.44,14.6667
28.46,10
28.48,14.6667
28.5,9.33333
28.52,10
28.54,10
28.56,8.66667
28.58,8.66667
28.6,8
28.62,10
28.64,14.6667
28.66,8
28.68,12
28.7,8.66667
28.72,14.6667
28.74,16
28.76,8.66667
28.78,13.3333
28.8,18.6667
28.82,16
28.84,14.6667
28.86,22.6667
28.88,22
28.9,16
28.92,15.3333
28.94,12.6667
28.96,14
28.98,12.6667
29,11.3333
