2theta,Intensity
26.18,16
26.2,12.6667
26.22,20.6667
26.24,18
26.26,24
26.28,24
26.3,33.3333
26.32,28
26.34,36.6667
26.36,39.3333
26.38,48.6667
26.4,46
26.42,36.6667
26.44,43.3333
26.46,35.3333
26.48,37.3333
26.5,50
26.52,30
26.54,38.6667
26.56,38.6667
26.58,32.6667
26.6,22
26.62,22.6667
26.64,18.6667
26.66,24.6667
26.68,12.6667
26.7,18.6667
26.72,15.3333
26.74,14.6667
26.76,15.3333
26.78,20.6667
26.8,20
26.82,16
26.84,17.3333
26.86,15.3333
26.88,9.33333
26.9,17.3333
26.92,20.6667
26.94,16
26.96,15.3333
26.98,22
27,21.3333
27.02,19.3333
27.04,34
27.06,24
27.08,26
27.1,30.6667
27.12,24
27.14,34.6667
27.16,38
27.18,35.3333
27.2,32.6667
27.22,38
27.24,28
27.26,25.3333
27.28,33.3333
27.3,30
27.32,24.6667
27.34,36
27.36,23.3333
27.38,16.6667
27.4,18
27.42,12.6667
27.44,17.3333
27.46,15.3333
27.48,10
27.5,11.3333
27.52,15.3333
27.54,12
27.56,13.3333
27.58,11.3333
27.6,20.6667
27.62,11.3333
27.64,12.6667
27.66,13.3333
27.68,17.3333
27.7,14
27.72,11.3333
27.74,14.6667
27.76,18
27.78,10
27.8,10.6667
27.82,12
27.84,11.3333
27.86,10
27.88,12.6667
27.9,15.3333
27.92,12.6667
27.94,12.6667
27.96,12.6667
27.98,14.6667
28,12
28.02,11.3333
28.04,12.6667
28.06,16
28.08,12
28.1,10.6667
28.12,14
28.14,13.3333
28.16,14
28.18,16.6667
28.2,10
28.22,8
28.24,11.3333
28.26,19.3333
28.28,14.6667
28.3,14.6667
28.32,10.6667
28.34,16
28.36,14.6667
28.38,10.6667
28.4,14.6667
28.42,15.3333
28.44,10
28.46,7.33333
28.48,12
28.5,15.3333
28.52,18
28.54,16.6667
28.56,9.33333
28.58,10.6667
28.6,14
28.62,19.3333
28.64,10
28.66,14
28.68,18
28.7,12
28.72,13.3333
28.74,11.3333
28.76,14.6667
28.78,13.3333
28.8,13.3333
28.82,13.3333
28.84,10
28.86,13.3333
28.88,20
28.9,14.6667
28.92,17.3333
28.94,21.3333
28.96,17.3333
28.98,18
29,26.6667
29.02,24.6667
29.04,33.3333
29.06,38.6667
29.08,50
29.1,60.6667
29.12,63.3333
29.14,75.3333
29.16,89.3333
29.18,66
29.2,64
29.22,61.3333
29.24,47.3333
29.26,40.6667
29.28,36
29.3,26.6667
29.32,18.6667
29.34,20
29.36,14.6667
29.38,14
29.4,14.6667
29.42,13.3333
29.44,16
29.46,12.6667
29.48,12.6667
29.5,14
29.52,16.6667
29.54,16
29.56,16
29.58,12
29.6,10.6667
29.62,16.6667
29.64,14
29.66,12
29.68,13.3333
29.7,15.3333
29.72,17.3333
29.74,15.3333
